SPAWN	SPAWN	生成	生成	ERZEUGEN	FAIRE APPARAÎTRE	소환	出現させる	APARECER	GERAR	СОЗДАТЬ	OLUŞTUR
NPC spawning is not available in this game build (see the log).	NPC spawning is not available in this game build (see the log).	此游戏版本无法生成 NPC（见日志）。	此遊戲版本無法生成 NPC（見日誌）。	NPCs erzeugen ist in dieser Spielversion nicht möglich (siehe Log).	Impossible de faire apparaître des PNJ avec cette version du jeu (voir le journal).	이 게임 버전에서는 NPC를 소환할 수 없습니다(로그 참조).	このゲームバージョンではNPCを出現させられません（ログを参照）。	No se pueden crear PNJ en esta versión del juego (ver el registro).	Não é possível gerar NPCs nesta versão do jogo (veja o log).	В этой версии игры создавать НИП нельзя (см. журнал).	Bu oyun sürümünde NPC oluşturulamıyor (günlüğe bakın).
walk a few steps first: the game's spawn request needs your character's server actor	walk a few steps first: the game's spawn request needs your character's server actor	请先走几步：游戏的生成请求需要你角色的服务器对象	請先走幾步：遊戲的生成請求需要你角色的伺服器物件	erst ein paar Schritte gehen: die Spawn-Anfrage des Spiels braucht den Server-Actor deiner Figur	faites d'abord quelques pas : la requête d'apparition du jeu a besoin de l'acteur serveur de votre personnage	먼저 몇 걸음 걸으세요: 게임의 소환 요청에는 캐릭터의 서버 액터가 필요합니다	まず数歩歩いてください：ゲームの出現リクエストにはキャラクターのサーバーアクターが必要です	camina unos pasos primero: la petición de aparición del juego necesita el actor de servidor de tu personaje	ande alguns passos primeiro: o pedido de geração do jogo precisa do ator de servidor do seu personagem	сначала сделайте несколько шагов: запросу игры нужен серверный актёр вашего персонажа	önce birkaç adım yürüyün: oyunun oluşturma isteği karakterinizin sunucu aktörüne ihtiyaç duyar
Spawned characters are part of the game world: they fight, walk and despawn by the game's rules, and are not in the scene list or in projects.	Spawned characters are part of the game world: they fight, walk and despawn by the game's rules, and are not in the scene list or in projects.	生成的角色属于游戏世界：它们按游戏规则战斗、行走和消失，不会出现在场景列表或项目中。	生成的角色屬於遊戲世界：它們依遊戲規則戰鬥、行走和消失，不會出現在場景列表或專案中。	Erzeugte Figuren gehören zur Spielwelt: Sie kämpfen, laufen und verschwinden nach den Regeln des Spiels und stehen weder in der Szenenliste noch in Projekten.	Les personnages créés font partie du monde du jeu : ils combattent, se déplacent et disparaissent selon ses règles, et n'apparaissent ni dans la liste de scène ni dans les projets.	소환된 캐릭터는 게임 세계의 일부입니다: 게임 규칙에 따라 싸우고 걷고 사라지며, 장면 목록이나 프로젝트에는 없습니다.	出現させたキャラクターはゲーム世界の一部です：ゲームのルールで戦い、歩き、消え、シーン一覧やプロジェクトには含まれません。	Los personajes creados forman parte del mundo: luchan, caminan y desaparecen según las reglas del juego, y no están en la lista de escena ni en los proyectos.	Personagens gerados fazem parte do mundo do jogo: lutam, andam e desaparecem pelas regras do jogo e não aparecem na lista da cena nem em projetos.	Созданные персонажи — часть игрового мира: они сражаются, ходят и исчезают по правилам игры и не попадают в список сцены или проекты.	Oluşturulan karakterler oyun dünyasının parçasıdır: oyunun kurallarına göre savaşır, yürür ve kaybolurlar; sahne listesinde veya projelerde yer almazlar.
reading the character list from the game files...	reading the character list from the game files...	正在从游戏文件读取角色列表...	正在從遊戲檔案讀取角色列表...	Figurenliste wird aus den Spieldateien gelesen...	lecture de la liste des personnages dans les fichiers du jeu...	게임 파일에서 캐릭터 목록을 읽는 중...	ゲームファイルからキャラクター一覧を読み込み中...	leyendo la lista de personajes de los archivos del juego...	lendo a lista de personagens dos arquivos do jogo...	чтение списка персонажей из файлов игры...	karakter listesi oyun dosyalarından okunuyor...
search  (name, internal name or key)	search  (name, internal name or key)	搜索（名称、内部名称或编号）	搜尋（名稱、內部名稱或編號）	Suche  (Name, interner Name oder Schlüssel)	recherche  (nom, nom interne ou clé)	검색 (이름, 내부 이름 또는 키)	検索（名前、内部名、キー）	buscar  (nombre, nombre interno o clave)	pesquisar  (nome, nome interno ou chave)	поиск  (имя, внутреннее имя или ключ)	ara  (ad, iç ad veya anahtar)
all	all	全部	全部	alle	tous	전체	すべて	todos	todos	все	tümü
people	people	人物	人物	Personen	personnes	인물	人物	personas	pessoas	люди	insanlar
animals and mounts	animals and mounts	动物和坐骑	動物與坐騎	Tiere und Reittiere	animaux et montures	동물 및 탈것	動物と乗り物	animales y monturas	animais e montarias	животные и ездовые	hayvanlar ve binekler
monsters	monsters	怪物	怪物	Monster	monstres	몬스터	モンスター	monstruos	monstros	монстры	canavarlar
bosses	bosses	首领	首領	Bosse	boss	보스	ボス	jefes	chefes	боссы	patronlar
other	other	其他	其他	sonstige	autres	기타	その他	otros	outros	прочее	diğer
%d characters	%d characters	%d 个角色	%d 個角色	%d Figuren	%d personnages	캐릭터 %d개	%d キャラクター	%d personajes	%d personagens	персонажей: %d	%d karakter
internal name	internal name	内部名称	內部名稱	interner Name	nom interne	내부 이름	内部名	nombre interno	nome interno	внутреннее имя	iç ad
key	key	编号	編號	Schlüssel	clé	키	キー	clave	chave	ключ	anahtar
distance	distance	距离	距離	Abstand	distance	거리	距離	distancia	distância	расстояние	mesafe
spawns the character <distance> in front of you; it appears after a few seconds. Hostile ones attack, wild animals may flee.	spawns the character <distance> in front of you; it appears after a few seconds. Hostile ones attack, wild animals may flee.	在你前方 <距离> 处生成角色，几秒后出现。敌对角色会攻击，野生动物可能逃跑。	在你前方 <距離> 處生成角色，幾秒後出現。敵對角色會攻擊，野生動物可能逃跑。	erzeugt die Figur <Abstand> vor dir; sie erscheint nach ein paar Sekunden. Feindliche greifen an, wilde Tiere fliehen eventuell.	fait apparaître le personnage à <distance> devant vous ; il apparaît après quelques secondes. Les hostiles attaquent, les animaux sauvages peuvent fuir.	캐릭터를 앞쪽 <거리>에 소환합니다. 몇 초 후 나타납니다. 적대적인 캐릭터는 공격하고 야생 동물은 도망칠 수 있습니다.	キャラクターを前方 <距離> に出現させます。数秒後に現れます。敵対的なものは攻撃し、野生動物は逃げることがあります。	crea el personaje a <distancia> delante de ti; aparece tras unos segundos. Los hostiles atacan, los animales salvajes pueden huir.	gera o personagem a <distância> à sua frente; ele aparece após alguns segundos. Hostis atacam, animais selvagens podem fugir.	создаёт персонажа на <расстоянии> перед вами; он появляется через несколько секунд. Враждебные нападают, дикие животные могут убежать.	karakteri önünüzde <mesafe> uzaklıkta oluşturur; birkaç saniye sonra belirir. Düşmanlar saldırır, vahşi hayvanlar kaçabilir.
select a character, then SPAWN. Double-click on a row or card spawns it right away.	select a character, then SPAWN. Double-click on a row or card spawns it right away.	选择一个角色，然后点击“生成”。双击列表行或卡片可立即生成。	選取角色，再按「生成」。雙擊列表列或卡片可立即生成。	Figur wählen, dann ERZEUGEN. Doppelklick auf eine Zeile oder Karte erzeugt sie sofort.	choisissez un personnage, puis FAIRE APPARAÎTRE. Un double-clic sur une ligne ou une carte le fait apparaître aussitôt.	캐릭터를 선택한 다음 소환을 누르세요. 행이나 카드를 두 번 클릭하면 바로 소환됩니다.	キャラクターを選んで「出現させる」。行かカードをダブルクリックするとすぐに出現します。	elige un personaje y pulsa APARECER. Doble clic en una fila o tarjeta lo crea al instante.	escolha um personagem e clique em GERAR. Clique duplo numa linha ou cartão gera-o na hora.	выберите персонажа и нажмите СОЗДАТЬ. Двойной щелчок по строке или карточке создаёт его сразу.	bir karakter seçin, ardından OLUŞTUR. Bir satıra veya karta çift tıklamak hemen oluşturur.
these appearances can only be previewed; living characters are spawned from the NPCs tab	these appearances can only be previewed; living characters are spawned from the NPCs tab	这些外观只能预览；活的角色请在 NPC 标签页生成	這些外觀只能預覽；活的角色請在 NPC 分頁生成	Diese Erscheinungsbilder sind nur Vorschauen; lebende Figuren erzeugst du im Tab NPCs	ces apparences ne sont que des aperçus ; les personnages vivants s'ajoutent depuis l'onglet PNJ	이 외형은 미리보기만 가능합니다. 살아 있는 캐릭터는 NPC 탭에서 소환하세요	これらの外見はプレビューのみです。生きたキャラクターはNPCタブから出現させます	estas apariencias solo se pueden previsualizar; los personajes vivos se crean en la pestaña PNJ	estas aparências são só pré-visualizações; personagens vivos são gerados na aba NPCs	эти облики можно только просматривать; живых персонажей создают на вкладке НИП	bu görünümler yalnızca önizlenebilir; canlı karakterler NPC'ler sekmesinden oluşturulur
